id_respuesta,Timestamp,¿Para qué tipo de empresa trabaja?,La empresa para la que usted trabaja se dedica principalmente a,¿Cuantos años de fundada tiene la empresa para la que trabaja?,¿Cuál es su título en la empresa?,¿Se considera usted fundador en la empresa?,¿Qué porcentaje de su tiempo laboral se ocupa en tareas relacionadas a desarrollo de software?,¿Qué porcentaje de su tiempo laboral se ocupa en gerencia de proyectos?,¿Qué porcentaje de su tiempo laboral se ocupa en liderazgo técnico?,¿Qué porcentaje de su tiempo laboral se ocupa en gerencia de ingeniería?,¿Cuánto tiempo lleva en su cargo actual (incluyendo freelance)?,¿Cuántos años de experiencia en desarrollo de software profesional tiene?,¿En cuál de los siguientes lenguajes de programación ocupa la mayoría de su tiempo laboral?,¿En qué otros lenguajes de programación ocupa su tiempo laboral?,Tipo de relación laboral,Su modo de trabajo es: (ignorando el cambio por covid-19),Usted prefiere:,¿Tiene titulo universitario o técnico?,¿Estudió alguna carrera de PRE-grado relacionada a ingeniería de sistemas?,¿Estudió alguna carrera de POSTgrado relacionada a ingeniería de sistemas?,¿Tomó clases de programación o algorítmia en la universidad?,¿Cuál es su máximo titulo alcanzado (graduado)?,¿Ha estudiado en algún bootcamp de programación?,"¿Si ha estudiado en un bootcamp de programación, en cuál? (ingrese el url del bootcamp)",¿Cuál es su nivel de inglés para realizar conversaciones técnicas sobre software?,¿A usted le pagan en pesos colombianos (COP) o dólares (USD)?,"¿Usando la moneda de la respuesta anterior, cuánto es su remuneración ANUAL base?  eg 36,000,000 si es pesos o 3,600 si es dólares",¿Cuánto es su remuneración ANUAL adicional (usando la moneda que respondio anteriormente)?,¿Cuánto era la remuneración base ANUAL de su trabajo/rol anterior?,¿Quién paga su seguro de salud?,¿Quién paga sus pensiones y cesantias?,¿Tiene acciones (opciones/stock options/rsus) o dividendos de su empresa como parte de su compensación?,"¿Si tiene acciones, cuántas tiene en total?","¿Si tiene acciones, cuál es el precio de emisión por acción en USD? (use $3,750 como tasa de cambio si es necesario)",¿Trabaja usted en proyectos freelance a pesar de tener trabajo tiempo completo?,¿Cuanto fue el total de sus ingresos adicionales de proyectos freelance el año pasado?,¿Siente que su salario es justo?,¿En qué sitio web busca oportunidades laborales principalmente?,¿En que ciudad de Colombia vive?,¿Cuál es su país de procedencia?,¿En qué año nació?,¿Cuantos hijos tiene?,¿Con cual pronombre prefiere que se refieran a usted?,¿Se considera usted parte de una minoría racial o étnica?,¿Cuantas horas trabaja por semana?,titulo_en_empresa_v2,tipo_relacion_laboral_v2,url_bootcamp_v2,precio_emision_accion_v2,acciones_total_v2,ingresos_freelance_ultimo_anio_v2,sitio_buscar_trabajo_v2,ciudad_v2,pais_v2,anio_nacimiento_v2,horas_trabajo_semana_v2,remuneracion_anual_v2,remuneracion_mensual_usd
1483,7/9/2020 21:43:37,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,NULL,no,90 - 100%,90 - 100%,0 - 10%,0 - 10%,5 - 10 años,más de 15 años,"ninguno, por que soy manager ?","JavaScript, PHP, GScript",contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,no,si,pregrado,Sí,NULL,avanzado (puede liderar una reunion de varias personas en ingles comodamente),pesos,120000000,8000000,50000000,mi empleador,mi empleador,no,NULL,NULL,no,0,no,https://linkedin.com,Medellín,Colombia,1981,0,él (tradicionalmente se identifica como hombre),no,40,Developer,término indefinido,NULL,NULL,NULL,[0-1000],LinkedIn.com,Medellín,Colombia,[36-40],[40-49],32000,2666
1484,7/9/2020 21:53:54,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,5 - 10,[redactado],no,80 - 90%,0 - 10%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1+ año,2+ años,SQL,"Java, Python, Ruby",Prestacion de servicios,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,NULL,básico (puede leer documentación y código en inglés),pesos,42000000,0,24000000,yo,yo,no,NULL,NULL,si,1000000,si,NULL,Zipaquirá,Colombia,1995,0,él (tradicionalmente se identifica como hombre),no,45,Developer,Prestacion de servicios,NULL,NULL,NULL,[0-1000],NULL,Zipaquirá,Colombia,[21-25],[40-49],11200,933
1485,7/9/2020 22:50:04,empresa Colombiana con mercado global,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",más de 10,Junior Software Engineer,no,60 - 70%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,menos de 1 año,Java,Python,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo en oficina,universitario,si,no,si,pregrado,No,NULL,avanzado (puede liderar una reunion de varias personas en ingles comodamente),pesos,32400000,2700000,0,mi empleador,mi empleador,no,NULL,NULL,no,0,si,https://linkedin.com,Bogota,Colombia,1995,0,él (tradicionalmente se identifica como hombre),no,40,Junior Software Engineer,término indefinido,NULL,NULL,NULL,[0-1000],LinkedIn.com,Bogotá,Colombia,[21-25],[40-49],8640,720
1486,7/9/2020 22:59:10,empresa Colombiana con mercado latinoamericano,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",más de 10,Ingeniero de desarrollo,no,80 - 90%,no tengo responsabilidades de este tipo,70 - 80%,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,Java,"JavaScript, SQL",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,NULL,básico (puede leer documentación y código en inglés),pesos,3500000,3500000,0,yo,mi empleador,no,NULL,NULL,no,0,no,http://linkedin.com,Cali,Colombia,1990,0,él (tradicionalmente se identifica como hombre),no,40,Software Engineer,término indefinido,NULL,NULL,NULL,[0-1000],LinkedIn.com,Cali,Colombia,[26-30],[40-49],933,77
1487,7/9/2020 23:02:00,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,Development,no,30 - 40%,10 - 20%,30 - 40%,no tengo responsabilidades gerenciales,2+ años,10 - 15 años,Esql,SQL,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,si,si,pregrado,No,NULL,básico (puede leer documentación y código en inglés),pesos,90000000,0,52800000,mi empleador,mi empleador,no,0,0,no,0,si,http://linkedin.com,Bogotá,Colombia,1982,0,ella (tradicionalmente se identifica como mujer),no,45,Developer,término indefinido,NULL,[0-10],[0-1000],[0-1000],LinkedIn.com,Bogotá,Colombia,[36-40],[40-49],24000,2000
1488,7/9/2020 23:27:16,empresa Colombiana con mercado Colombiano,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",más de 10,NULL,no,40 - 50%,10 - 20%,50 - 60%,0 - 10%,2+ años,3 - 5 años,Java,"JavaScript, Python, SQL",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,soy estudiante de post-grado relacionado a ing de sistemas,si,pregrado,Sí,https://coursera.com,intermedio (puede pasar una entrevista de programación en ingles cómodamente),pesos,36000000,6000000,20000000,mi empleador,mi empleador,no,NULL,NULL,si,10000000,no,http://linkedin.com,Cali,Colombia,1983,0,él (tradicionalmente se identifica como hombre),no,48,Developer,término indefinido,coursera.com,NULL,NULL,[1k-10k],LinkedIn.com,Cali,Colombia,[36-40],[40-49],9600,800
1489,7/9/2020 23:27:32,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",2 - 5,Lead dev,no,60 - 70%,10 - 20%,20 - 30%,0 - 10%,2+ años,5 - 10 años,Java,JavaScript,contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,estoy estudiando,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,bachiller,No,NULL,intermedio (puede pasar una entrevista de programación en ingles cómodamente),pesos,60000000,0,3500000,mi empleador,mi empleador,no,NULL,NULL,no,0,si,https://linkedin.com,Bogota,Colombia,1989,1,él (tradicionalmente se identifica como hombre),no,45,Lead,término indefinido,NULL,NULL,NULL,[0-1000],LinkedIn.com,Bogotá,Colombia,[31-35],[40-49],16000,1333
1490,7/9/2020 23:35:45,empresa Colombiana con mercado latinoamericano,otro,más de 10,Director de analítica,no,20 - 30%,20 - 30%,30 - 40%,20 - 30%,3 - 5 años,3 - 5 años,Python,"C#, R, Scala, SQL",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,si,si,doctorado,No,NULL,avanzado (puede liderar una reunion de varias personas en ingles comodamente),pesos,6000000,6000000,0,mi empleador,mi empleador,no,NULL,NULL,no,0,no,http://linkedin.com/,Medellín,Colombia,1985,0,él (tradicionalmente se identifica como hombre),no,40,Director de analítica,término indefinido,NULL,NULL,NULL,[0-1000],LinkedIn.com,Medellín,Colombia,[31-35],[40-49],1600,133
1491,7/9/2020 23:55:27,empresa Colombiana con mercado Colombiano,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",más de 10,NULL,no,10 - 20%,80 - 90%,70 - 80%,80 - 90%,1+ año,1+ año,"ninguno, por que soy manager ?","Java, JavaScript, Shell, SQL",Prestación de servicios,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,soy estudiante de post-grado relacionado a ing de sistemas,si,pregrado,No,NULL,básico (puede leer documentación y código en inglés),pesos,18000000,0,1500000,yo,yo,no,NULL,NULL,no,0,no,http://www.linkedin.com,Cúcuta,Colombia,1989,0,él (tradicionalmente se identifica como hombre),no,44,Developer,Prestación de servicios,NULL,NULL,NULL,[0-1000],LinkedIn.com,Cúcuta,Colombia,[31-35],[40-49],4800,400
1492,7/10/2020 0:03:09,empresa Colombiana con mercado Colombiano,otro,5 - 10,Desarrollador junior,no,80 - 90%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,menos de 1 año,PHP,"JavaScript, PHP",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,pregrado,No,NULL,básico (puede leer documentación y código en inglés),pesos,26000000,0,0,mi empleador,mi empleador,no,NULL,NULL,no,0,si,NULL,Medellin,Colombia,1995,0,él (tradicionalmente se identifica como hombre),no,48,Developer,término indefinido,NULL,NULL,NULL,[0-1000],NULL,Medellín,Colombia,[21-25],[40-49],6933,577
1493,7/10/2020 0:03:26,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,más de 10,Django developer,no,90 - 100%,10 - 20%,40 - 50%,no tengo responsabilidades gerenciales,menos de 1 año,10 - 15 años,Python,JavaScript,contrato a termino fijo con empresa local pero trabajo para empresa extranjera,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,no,si,"técnico, tecnología, bachiller técnico",No,NULL,intermedio (puede pasar una entrevista de programación en ingles cómodamente),pesos,69600000,6960000,50000000,yo,yo,no,NULL,NULL,si,40000000,no,http://linkedin.com,Bogota,Colombia,1984,0,él (tradicionalmente se identifica como hombre),no,45,Backend Developer,término fijo,NULL,NULL,NULL,[10k-100k],LinkedIn.com,Bogotá,Colombia,[36-40],[40-49],18560,1546
1494,7/10/2020 0:36:58,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,5 - 10,Ingeniero de software,no,70 - 80%,20 - 30%,10 - 20%,10 - 20%,2+ años,3 - 5 años,Python,"Fortran, Java, JavaScript, Ruby",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo en oficina,universitario,si,si,si,maestria,No,NULL,intermedio (puede pasar una entrevista de programación en ingles cómodamente),pesos,30000000,5000000,30000000,mi empleador,mi empleador,no,NULL,NULL,no,0,no,http://linkedin.com,Medellín,Colombia,1989,0,él (tradicionalmente se identifica como hombre),no,40,Software Engineer,término indefinido,NULL,NULL,NULL,[0-1000],LinkedIn.com,Medellín,Colombia,[31-35],[40-49],8000,666
1495,7/10/2020 0:54:37,empresa Colombiana con mercado global,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",más de 10,Director de Proyectos,no,40 - 50%,20 - 30%,10 - 20%,10 - 20%,1+ año,3 - 5 años,JavaScript,"PHP, TypeScript",contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,ningúno,no,no,no,bachiller,No,NULL,avanzado (puede liderar una reunion de varias personas en ingles comodamente),pesos,26000000,3000000,18000000,mi empleador,mi empleador,no,NULL,NULL,no,0,no,https://www.linkedin.com/in/djhrcode/,Bogotá,Venezuela,1999,0,él (tradicionalmente se identifica como hombre),no,48,Director de Proyectos,término indefinido,NULL,NULL,NULL,[0-1000],LinkedIn.com,Bogotá,Venezuela,[21-25],[40-49],6933,577
1496,7/10/2020 1:21:14,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",1,Data extractor,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,1+ año,Python,SQL,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,no,soy estudiante de post-grado relacionado a ing de sistemas,si,pregrado,No,NULL,intermedio (puede pasar una entrevista de programación en ingles cómodamente),pesos,24000000,2000000,18000000,yo,yo,no,NULL,NULL,no,0,no,NULL,Bogota,Colombia,1989,1,él (tradicionalmente se identifica como hombre),no,40,Data extractor,término indefinido,NULL,NULL,NULL,[0-1000],NULL,Bogotá,Colombia,[31-35],[40-49],6400,533
1497,7/10/2020 8:15:47,empresa Colombiana con mercado latinoamericano,consultoría y servicios de desarrollo de software a la medida,más de 10,Consultan analyst,no,50 - 60%,0 - 10%,20 - 30%,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,Java,"JavaScript, SQL",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,no,si,pregrado,No,NULL,intermedio (puede pasar una entrevista de programación en ingles cómodamente),pesos,70000000,0,50000000,mi empleador,mi empleador,no,NULL,NULL,no,0,no,NULL,Bogota,Colombia,1991,0,él (tradicionalmente se identifica como hombre),no,45,Consultan analyst,término indefinido,NULL,NULL,NULL,[0-1000],NULL,Bogotá,Colombia,[26-30],[40-49],18666,1555
1498,7/10/2020 8:19:01,empresa extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",5 - 10,Software engineer,no,70 - 80%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,Java,"JavaScript, SQL",contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,no,si,pregrado,No,NULL,avanzado (puede liderar una reunion de varias personas en ingles comodamente),pesos,144000000,24000000,96000000,mi empleador,mi empleador,no,NULL,NULL,no,0,si,http://linkedin.com,Sabaneta,Colombia,1990,0,él (tradicionalmente se identifica como hombre),no,45,Software engineer,término indefinido,NULL,NULL,NULL,[0-1000],LinkedIn.com,Sabaneta,Colombia,[26-30],[40-49],38400,3200
1499,7/10/2020 8:25:32,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,más de 10,desarrollador senior,no,90 - 100%,no tengo responsabilidades de este tipo,40 - 50%,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,C#,C#,contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo flexible,universitario,si,si,si,pregrado,No,NULL,básico (puede leer documentación y código en inglés),pesos,60000000,5000000,36000000,mi empleador,mi empleador,no,NULL,NULL,no,0,si,NULL,Medellin,Colombia,1992,1,él (tradicionalmente se identifica como hombre),no,45,Developer,término indefinido,NULL,NULL,NULL,[0-1000],NULL,Medellín,Colombia,[26-30],[40-49],16000,1333
1500,7/10/2020 9:14:52,empresa extranjera,otro,5 - 10,Senior software developer,no,70 - 80%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,1+ año,3 - 5 años,JavaScript,"Kotlin, Objective-C, Swift, TypeScript",contrato a termino indefinido con empresa local pero trabajo para empresa extranjera,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,no,no,no,pregrado,No,NULL,avanzado (puede liderar una reunion de varias personas en ingles comodamente),pesos,200000000,200000000,60000000,mi empleador,mi empleador,no,NULL,NULL,si,10000000,si,NULL,Bogotá,Colombia,1994,0,él (tradicionalmente se identifica como hombre),no,40,Developer,término indefinido,NULL,NULL,NULL,[1k-10k],NULL,Bogotá,Colombia,[26-30],[40-49],53333,4444
1501,7/10/2020 9:18:25,empresa Colombiana con mercado global,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Analista de desarrollo,no,70 - 80%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,5 - 10 años,5 - 10 años,Java,SQL,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,no,si,pregrado,No,NULL,básico (puede leer documentación y código en inglés),pesos,49200000,50000000,38400000,mi empleador,mi empleador,no,NULL,NULL,no,0,no,http://linkedin.com,medellin,Colombia,1995,0,ella (tradicionalmente se identifica como mujer),no,45,Analista,término indefinido,NULL,NULL,NULL,[0-1000],LinkedIn.com,Medellín,Colombia,[21-25],[40-49],13120,1093
1502,7/10/2020 9:37:08,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,más de 10,Investigador,no,40 - 50%,0 - 10%,40 - 50%,30 - 40%,más de 15 años,más de 15 años,Java,"C#, Python, R, SQL",contrato a termino fijo,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,si,si,maestria,No,NULL,intermedio (puede pasar una entrevista de programación en ingles cómodamente),pesos,48000000,0,36000000,mi empleador,mi empleador,no,NULL,NULL,si,10000000,no,http://linkedin.com,San Juan de Pasto,Colombia,1974,1,él (tradicionalmente se identifica como hombre),no,40,Investigador,término fijo,NULL,NULL,NULL,[1k-10k],LinkedIn.com,San Juan de Pasto,Colombia,[46-50],[40-49],12800,1066
1503,7/10/2020 11:19:53,empresa Colombiana con mercado latinoamericano,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,Software Developer Senior,no,90 - 100%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,1+ año,5 - 10 años,Python,"Elixir, JavaScript, Python, SQL",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,no,no,pregrado,No,NULL,básico (puede leer documentación y código en inglés),pesos,96000000,0,72000000,mi empleador,mi empleador,no,0,0,no,0,si,NULL,Bogotá,Colombia,1989,0,él (tradicionalmente se identifica como hombre),no,40,Developer,término indefinido,NULL,[0-10],[0-1000],[0-1000],NULL,Bogotá,Colombia,[31-35],[40-49],25600,2133
1504,7/10/2020 11:23:45,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,más de 10,Senior Software Engineer,no,60 - 70%,0 - 10%,30 - 40%,no tengo responsabilidades gerenciales,3 - 5 años,5 - 10 años,Java,Python,contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,no,si,pregrado,No,NULL,intermedio (puede pasar una entrevista de programación en ingles cómodamente),pesos,96000000,96000000,42000000,mi empleador,mi empleador,no,NULL,NULL,no,0,si,http://linkedin.com,Medellin,Colombia,1991,0,él (tradicionalmente se identifica como hombre),Afrocolombiano o Afrodescendiente,45,Software Engineer,término indefinido,NULL,NULL,NULL,[0-1000],LinkedIn.com,Medellín,Colombia,[26-30],[40-49],25600,2133
1505,7/10/2020 11:27:05,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,Sr Frontend Developer,no,90 - 100%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,10 - 15 años,JavaScript,VueJs,contratista internacional,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,no,si,pregrado,No,NULL,avanzado (puede liderar una reunion de varias personas en ingles comodamente),dólares,4200,3000,1866,yo,yo,no,NULL,NULL,no,0,si,http://www.linkedin.com,Medellín,Colombia,1986,0,él (tradicionalmente se identifica como hombre),no,40,Frontend Developer,Contratista,NULL,NULL,NULL,[0-1000],LinkedIn.com,Medellín,Colombia,[31-35],[40-49],4200,350
1506,7/10/2020 11:34:46,empresa Colombiana con mercado global,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",más de 10,Engineer,no,60 - 70%,0 - 10%,10 - 20%,no tengo responsabilidades gerenciales,1+ año,5 - 10 años,Python,"Shell, SQL",contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,soy estudiante de post-grado relacionado a ing de sistemas,si,pregrado,No,NULL,intermedio (puede pasar una entrevista de programación en ingles cómodamente),pesos,4800000,62400000,44000000,mi empleador,mi empleador,no,NULL,NULL,no,0,no,http://linkedin.com,cali,Colombia,1992,0,ella (tradicionalmente se identifica como mujer),no,40,Software Engineer,término indefinido,NULL,NULL,NULL,[0-1000],LinkedIn.com,Cali,Colombia,[26-30],[40-49],1280,106
